rating,review_text,steming_data
1,"Aplikasi pas dicoba login tiba2 logout dan gak bisa masuk, dan kembali ke awal,padahal butuh banget sertifikatnya dan staf dr kesehatan juga suruh Download sendiri lwat app, sedangkan aplikasinya sendiri bermasalah",aplikasi pas coba login logout masuk awalpadahal butuh banget sertifikat staf sehat suruh download lwat app aplikasi masalah
1,"aplikasi anjinggggg nyusahin ibu gua aja, kalo kagak bisa olah data buat login atau simpan data verval yang sering bermasalah mending lu editor mengundurkan diri aja, masalah kecil aja tidak bisa mengatasi, tim lu perlu di benahi developer",aplikasi anjinggggg susah gua kagak olah data login simpan data verval masalah mending editor undur atas tim benah developer
1,apk sampah memperlambat pekerjaan,apk sampah lambat kerja
1,"diperbaiki lagi aplikasi nya, tidak mau login, keluar aplikasi terus",baik aplikasi ya login aplikasi
1,aplikasi SAMPAH,aplikasi sampah
1,"loading mulu, dah d instal keluar terus ...",loading mulu instal
2,sudah di abdet balek tapi tidak bisa dibuka aplikasi ny.knp,abdet balek buka aplikasi nyknp
1,Setelah update force close terus,update force close
1,aplikasi ini apa masih bisa digunakan.kenapa aplikasi saya belum bisa dibuka sama sekali.kenapa ID TPK dan sandi selalu salah,aplikasi digunakankenapa aplikasi buka sekalikenapa id tpk sandi salah
1,tidak bisa dibuka sekarang,buka
1,"banyak kendala.baru d bk SDH ttp"" lagi.",kendalabaru bk
1,"kenapa belum bisa digunakan aplikasi nya masih bug. tolong servernya di perbaki agar memudahkan untuk kader untuk mendata, apalgi sekarang bnyak yg hrus di input datanya🙏🏻",aplikasi ya bug tolong servernya baki mudah kader data input data
2,"ini aplikasi nya blm siap kah,,di arahkan utk kembali ke plasystore dan install ulang,, setelah install ulang ini aplikasi ke pental terus kaga bisa di buka,,di ulang lgi kembali ke plasystore begitu juga ke pental lgi,terus kapan mo ngerjain verval nya terutama utk keluarga baru nya",aplikasi ya kahdi arah plasystore install ulang install ulang aplikasi pental kagak bukadi ulang plasystore pental lgiterus ngerjain verval ya keluarga ya
1,"saat mau masuk aplikasi selalu gagal,,",masuk aplikasi gagal
1,"gk guna, buat login gk bisa,verifikasi email gk masuk sama sekali, gak ada menunya buat isi sertifikatnya",login bisaverifikasi email masuk menu isi sertifikat
2,aplikasi nggak bisa di buka,aplikasi buka
1,"per Tgl 2 sep, Aplikasi ga bisa di buka, sudah hapus chace, hapus penyimpanan, update Aplikasi tetap ga bisa di buka, hp Ram 6, penyimpanan masih banyak. Tolong di perbaiki SEGERA",tanggal sep aplikasi buka hapus chace hapus simpan update aplikasi buka hp ram simpan tolong baik
1,tidak bisa di buka sama sekali setelah di update,buka update
1,Ini pertama kalinya aku ngasih bintang 1 (sangat buruk) untuk sebuah aplikasi buatan Indonesia. Tapi kali ini aku harus ngasih penilaian sangat buruk. Coba developer jangan pakai perangkat baru kalau nguji app. Coba survey dulu pengguna pakai perangkat apa. Ini aplikasi langsung nutup pas dibuka pakai hp lama. Tolong perbaiki.,kali asih bintang buruk aplikasi buat indonesia kali asih nilai buruk coba developer pakai perangkat nguji app coba survey guna pakai perangkat aplikasi langsung nutup pas buka pakai hp tolong baik
1,Setiap dibuka aplikasinya langsung nutup lagi,buka aplikasi langsung nutup
1,"ayo dong aplikasinya di perhatikan kmi diker waktu,tp aplikasi macet terus mana pula yang bisa hanya versi tinggi dan ram tinggi bagamina dgn kmi yg tdk punya hp serti it gaji pun blum tntu bisa beli hp segitu!!!!!",ayo aplikasi perhati diker waktutp aplikasi macet versi ram bagamina hp serti gaji tntu beli hp segitu
1,"""deteksi menunjukkan bahwa siga mobile crash karena alasannya sendiri. anda dapat memeriksa apakah aplikasi sudah diperbarui atau mengirimkan umpan balik melalui layanan pelanggan dalam aplikasi atau saluran lainnya."" pesan ini selalu muncul dan aplikasi tidak dapat dibuka setelah di-update.",deteksi siga mobile crash alas periksa aplikasi baru kirim umpan layan langgan aplikasi salur pesan muncul aplikasi buka diupdate
1,setelah di update dan uninstall malah ga bisa dibuka ...tolong server diperbaiki,update uninstall buka tolong server baik
1,"ga bisa dibuka sama sekali tolong lah diperbaiki, disuruh bikin laporan pake apk tapi apknya malah eror terus Kya gini bahkan bukan 1/2 orang doang yg eror kebanyakan yg pake apk ini eror semua",buka tolong baik suruh bikin lapor pakai apk apknya eror kaya orang doang eror banyak pakai apk eror
1,jelek gak bisa digunakan/dibuka,jelek digunakandibuka
1,terlalu banyak kendala kenapa harus dipersulit tidak semua para kader memiliki hp yang memadai kalau pun pindah versi kenapa tidak di pasilitasi hp yang berkualitas baik jangan kan untuk beli hp baru untuk sehari hari jga alhamdulillah kita dituntut untuk bekerja tapi sayang harus terkendala oleh hp yang berversi 12 dam memiliki 8 ram,kendala sulit kader milik hp pada pindah versi pasilitasi hp kualitas beli hp hari alhamdulillah tuntut sayang kendala hp versi dam milik ram
1,"tidak bisa dibuka, padahal hp saya keluaran tahun 2024 sistem android terbaru",buka hp keluar sistem android baru
2,"sdh downlood ulang berkali kali,tp skrg malah tdk bisa membuka",downlood ulang kali kalitp buka
1,setelah update versi terbaru aplikasi SIGA mobile tdk bisa dibuka,update versi baru aplikasi siga mobile buka
1,nda bisa terpakai(dibuka) apknya,indak terpakaidibuka apknya
1,"nggabisa masuk udah isi data tiba"" keluar",nggabisa masuk isi data
1,"bulan Agustus masih bisa pendataan,, pas masuk bulan September kenapa pas mau masuk Ndak bisa,, kayak mendal gitu,, sudah bolak balik di uninstall berkali-kali tetap Ndak bisa ..yang mau pendataan ini gimana coba.. mohon bantuannya agar saya bisa buat pendataan lagi",agustus data pas masuk september pas masuk indak kayak dal bolak uninstall berkalikali indak data coba mohon bantu data
1,tidak bisa di buka...mohon segera update,bukamohon update
1,kenapa kok gak bisa msuk lagi ke aplikasi... apa masalah nya... padahal akun jg tetap,masuk aplikasi ya akun
1,"tidak bisa di buka dan setiap sudah masuk tiba"" kembali terus",buka masuk
1,force close,force close
1,Pertama dibuka juga tiba-tiba keluar sendiri terus menerus. NIK tidak bisa sinkron padahal di dukcapil sudah terdata. harap tolong diperbaiki mengingat ini adalah aplikasi untuk catin mendapat sertifikat kesehatan. terimakasih,buka tibatiba terus nik sinkron dukcapil data harap tolong baik aplikasi catin sertifikat sehat terimakasih
1,"aplikasinya sudah diinstal, tapi minta ver android 14, ini mempersulit kader yang android nya belum memakai android 14, tolong kalau boleh disesuaikan lagi",aplikasi diinstal ver android sulit kader android ya pakai android tolong sesuai
1,"aplikasi buruk, menyusahkan orang saja",aplikasi buruk susah orang
1,kok malah ga bs d buka🤔dah download tp ga bs d buka pake redmi 9t...ni aplikasi gmn sich masak harus pake HP baru...kmrn2 bisa sebulanan ini ga bs.... mohon pencerahan nya,bukadah download buka pakai redmi tni aplikasi sih masak pakai hp barukmrn bulan mohon cerah ya
1,Gapaham lagi sama aplikasi sampah ini,gapaham aplikasi sampah
2,"saat aplikasi verval bisa di buka,aplikasi siga mobile tidak bisa di akses di hp android saya,,mohon solusi nya🙏",aplikasi verval bukaaplikasi siga mobile akses hp android sayamohon solusi ya
1,"setelah update tidak bisa masuk lagi ke aplikasi, saat mau masuk tiba2 langsung kembali ke layar awal.",update masuk aplikasi masuk langsung layar
1,aplikasi rakyat tapi butuh spek hp pejabat tinggi,aplikasi rakyat butuh spek hp jabat
1,"aplikasi mengharuskan memakai hp yg memiliki Ram tinggi,klo hp yg masih memiliki Ram rendah ndk bakalan bisa digunakan",aplikasi harus pakai hp milik ram tinggiklo hp milik ram rendah ndk
1,TPK itu lo dapat honor berapa ? kok suruh ganti andoid terbaru... untuk instal aplikasi siga mobile...apakah yang tidak punya android yang suport harus mengundurkan diri dari TPK...ini lo honornys hanya dapat Pulsa 100 rb per bulan,tpk lo honor suruh ganti andoid baru instal aplikasi siga mobileapakah android suport undur tpkini lo honornys pulsa ribu
1,eror gak bisa di buka,eror buka
1,"aplikasinya force close ,sudah uninstall terus download ulang tapi tetap saja aplikasinya force close",aplikasi force close uninstall download ulang aplikasi force close
1,"Update, reinstal, hapus cache dan berbagai cara, tetap saja tidak bisa login. Mohon segera di perbaiki.",update reinstal hapus cache login mohon baik
1,apk yg bukan mempermudah pekerjaan justru mempersulit😒sdh uninstal ke sekian kalinya tetapi saat donwload slalu terpental saat di buka,apk mudah kerja mempersulitsdh uninstal sekian kali donwload pental buka
1,banyakan eror nya ketimbang sukses nya. dikit dikit error. mau masuk mental . gmna mau update data tepat waktu kalo aplikasinya g bisa di gunakan,banyak eror ya ketimbang sukses ya dikit dikit error masuk mental update data aplikasi
1,ini aplikasi gimana sih. niat bikin gak sih,aplikasi sih niat bikin sih
1,Aplikasinya tidak beroperasi normal. Selalu keluar sendiri saat digunakan,aplikasi operasi normal
1,"kenapa sih aplikasi nya,udah di perbarui tetep tidak bisa masuk ID sama sandi nya salah terus padahal udah bener,mau infut data jadi mumet",sih aplikasi nyaudah baru masuk id sandi ya salah benermau infut data mumet
1,aplikasi tidak bisa di buka,aplikasi buka
1,"kompatibel diperangkat saya, tapi tidak bisa di buka,,,diupdate bukan malah bagus malah tambah jelek...bikin jengkel saja,,gimana mau nginput data coba...nggak becus banget bikin aplikasi",kompatibel perangkat bukadiupdate bagus jelekbikin jengkel sajagimana nginput data cobanggak becus banget bikin aplikasi
2,"keluar, update aplikasi juga tidak ada perubahan",update aplikasi ubah
1,"Setelah d update kok malah keluar terus, k begini pendataan jd terhambat. Tolong d perbaiki",update data hambat tolong baik
1,tidak bisa terbuka bagaimana cara mau mendata kalau begini🤦‍♂️🤦‍♂️,buka data
1,angger ngebug,angger ngebug
1,lahh ini baru instal apk ko ga bisa di buka dn katanya ada pembaruan di playstore tpi pas di klik dialihkan di playstore ga ada pembaruan apapun yaa krna apk baru aja di download itu artinya udh versi terbaru donk,instal apk buka baru playstore pas klik alih playstore baru apa ya apk download versi baru
1,"baru aja download versi terbaru, eh suruh diupdate lagi hadehhh",download versi baru eh suruh diupdate hadehhh
1,"sejak aplikasi ny d update aplikasiny g bisa d bukak lagi,, gimana kita mau bkin lporan tiap bulan n lanjutin verval klau kyak gini",aplikasi nya update aplikasiny buka bikin lporan n lanjut verval kayak
1,aplikasi sulit,aplikasi sulit
1,"Buruk sekali, setelah update tidak bisa masuk lagi",buruk update masuk
1,ga bisa di buka keluar terus,buka
1,gak bisa di buka,buka
2,eror,eror
1,"aplikasi sangat melelahkan, tidak bisa dibuka tolong diperbaharui lagi.",aplikasi lelah buka tolong baharu
1,gak bisa buka,buka
1,lemot,lot
1,aplikasinya tidak bisa dibuka,aplikasi buka
1,"Setiap membuka aplikasi ini selalu terhenti atau keluar dari aplikasi, dan sudah lakukan uninstall, hapus data, restart hp juga sudah berulang, dan setelah membaca ulasan2 dari pengguna yang lain sepertinya hampir memilki masalah yg sama, jadi mohon untuk segera diperbaiki dan segera diupdate kembali untuk aplikasi ini terima kasih 🙏",buka aplikasi henti aplikasi laku uninstall hapus data restart hp ulang baca ulas guna memilki mohon baik diupdate aplikasi terima kasih
1,apa ada syarat spesifikasi handphone khusus untuk bisa menggunkan aplikasi ini?,syarat spesifikasi handphone khusus gun aplikasi
1,"sudah di download , setelah muncul mau dipakai hilang lagi .....begitu terus menerus ....gimn mau ngerjakan tugas kalau kaya gini ....",download muncul pakai hilang terus ngerjakan tugas kayak
1,"aplikasih tidak bisa digunakan,kira2 kenapa ya",aplikasih digunakankira ya
1,saya telah menginstal ulang tapi gak bisa login...gak bisa di buka....gimana saya mau memasukkan data...tolong lah di perbaiki server-nya,menginstal ulang logingak bukagimana masuk datatolong baik servernya
2,kenapa aplikasi tidak di buka,aplikasi buka
1,sudah banyak kali instal aplikasi setelah di install masuk aplikasi tiba2 menghilang.,kali instal aplikasi install masuk aplikasi hilang
2,untuk saat ini siga mobile tidak bisa di buka,siga mobile buka
2,Kenapa siga mobile gagal terus dan mental ketika di klik tidak bisa kebuka saya mau memasukkan data pendampingan padahal sudah memakai versi terbaru ??????,siga mobile gagal mental klik buka masuk data damping pakai versi baru
2,aplikasi gkbisa di buka di bika,aplikasi gkbisa buka bika
1,semenjak error jd ga bisa di buka lg,semenjak error buka
1,gak bisa dibukaa,dibukaa
1,"parah aplikasi ny susah di akses,, pekerjaan mkin jdi rumit",parah aplikasi nya susah akses kerja rumit
1,aplikasi g bisa di buka,aplikasi buka
1,kenapa tidak bisa dibuka?,buka
2,"udh menginstal bbrpa x knapa sllu berhenti siga mobile ny,,tolong saran ny min🙏",menginstal kali knapa henti siga mobile nytolong saran nya min
1,"Aplikasi gajelas, makin kesini makin kesana, blok, malah keluar sendiri, ganggu kerjaan aja IDI*T.",aplikasi kesini kesana blok ganggu kerja idit
1,saya tidak bisa input data karena aplikasinya mental terus tolong di perbaiki lagi biar saya bisa input data. kalau seperti ini terus saya tidak bisa selesai dalam menginput data. tolong di perhatikan Terimakasih 🙏🙏,input data aplikasi mental tolong baik biar input data selesai menginput data tolong perhati terimakasih
2,perbaiki . yang mau nikah jadi ribet,baik nikah ribet
1,aplikasi keluar terus,aplikasi
1,"susah di buka,GK bisa di download",susah bukagk download
1,aplikasi nyusahin orang yg mau nikah,aplikasi susah orang nikah
1,"kenapa sudah daftar, mau login lagi gak bisa di buka apk nya? tolong cepat di perbaharui apk nya",daftar login buka apk ya tolong cepat baharu apk ya
1,Aplikasi selalu force closed setiap ingin login. sudah dicoba install dan uninstall berkali kali tapi masih saja bermasalah.,aplikasi force closed login coba install uninstall kali kali masalah
1,makin kesini makin susah di buka,kesini susah buka
1,"aplikasi selalu mental ketika mau dibuka, jangankan mau ngedata login aja ga pernah bisa sejak 2 September sampai saat ini, apakah akan terus seperti ini, mohon kiranya agar aplikasi ini dicarikan solusi agar kader pendata, pendampingan,dan yang lainnya merasa nyaman dalam melaksanakan tugas, apa lagi waktu verval semakin mendekati batas waktu yang telah ditentukan",aplikasi mental buka ngedata login september mohon aplikasi cari solusi kader data pendampingandan nyaman laksana tugas verval dekat batas tentu
1,buka aplikasi susaj,buka aplikasi susaj
1,gak bisa di gunakan,nan
1,tidak bisa di buka memilih aplikasi,buka pilih aplikasi
1,"sangat merugikan tim tpk dengan versi terbaru, tidak semua hp menggunakan versi 12",rugi tim tpk versi baru hp versi
1,tolong dong apk nya ga bisa di buka jgn di ubah versi nya dong kasian yg hpnya ga bisa install gimana mau ngerjainnya,tolong apk ya buka ubah versi ya kasihan hpnya install ngerjainnya
1,eror trus,eror
1,saya sudah install ulang tpasih tidak bisa di buka aplikasi nya tiba tiba keluar sendiri,install ulang tpasih buka aplikasi ya
2,"versi ini tidak bisa digunakan di android 11, jadi ga bisa kerja ini ka gmn? setiap buka aplikasi tidak pernah bisa masuk malah keluar lagi keluar lagi",versi android kerja kak buka aplikasi masuk
1,alpikasi tidak bisa di buka..,alpikasi buka
2,"setiap mau bukak nggk bisa batas logo kwluar swndiri aplikasinya,katanya di suruh update kok update mlm nggk bisa di bukak",buka batas logo kwluar swndiri aplikasinyakatanya suruh update update malam buka
1,"susah untuk operasi aplikasi,tdk bisa operasi aplikasi 🙏🏻 mohon bantuannya",susah operasi aplikasitdk operasi aplikasi mohon bantu
2,Android 10 force close,android force close
1,ngebuggg teruss keluar² sendiri dari aplikasi pdhl sinyal bagus penyimpanan juga tidak penuh!!! tolong yaa di perbaiki aplikasi tolong di evaluasi lagi kalian bikin aplikasi ini kan untuk mempermudah masyarakat kenapa malah mempersulit tolong sekali tolong di perbaiki🙏🙏🙏🙏🙏,ngebuggg aplikasi sinyal bagus simpan penuh tolong ya baik aplikasi tolong evaluasi bikin aplikasi mudah masyarakat sulit tolong tolong baik
1,"sebenarnya mereka ini pengembang aplikasi baca gak sih dan mendengarkan atau TDK sih keluh kesahnya para kader yang kesulitan mengakses siga mobile !!! kapan benernya aplikasi ini, negara rugi kalau terus2an seperti ini.",kembang aplikasi baca sih dengar sih keluh kesah kader sulit akses siga mobile benernya aplikasi negara rugi terus
1,bagaimana solusinya apabila mau loading tapi kembali ke berenda,solusi loading renda
1,aplikasi gak bisa dibuka. saat mau dibuka malah mental balik ke menu gak masuk ke aplikasi.,aplikasi buka buka mental menu masuk aplikasi
1,tolong segera diperbaiki. selalu waktu login aplikasi berhenti dan keluar. sudah di instal ula g masih tetep,tolong baik login aplikasi henti instal ula
